"","GO.ID","Term","Annotated","Significant","Expected","Fisher","Genes","ontology","Protein","Protein_abbrv"
"19","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus03370-RA","Molecular Functions","Gag polyprotein (Pr55Gag) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Spacer peptide 2 (SP2) (p1); p6-gag]","gag"
"20","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus04162-RA","Molecular Functions","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"21","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus04223-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"22","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus04604-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"23","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus04822-RA","Molecular Functions","Structural maintenance of chromosomes protein 6 (SMC protein 6) (SMC-6) (xSMC6)","smc6 smc6l1"
"24","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus05529-RA","Molecular Functions","Pro-Pol polyprotein (Pr125Pol) [Cleaved into: Protease/Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (EC 3.4.23.-) (p87Pro-RT-RNaseH); Protease/Reverse transcriptase (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (p65Pro-RT); Ribonuclease H (RNase H) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-) (p42In)]","pol"
"25","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus06064-RA","Molecular Functions","Paired box protein Pax-1","PAX1 GPX-1"
"26","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07036-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"27","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07076-RA","Molecular Functions","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"28","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07183-RA","Molecular Functions","52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)","THAP12 DAP4 P52RIPK PRKRIR THAP0"
"29","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07247-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"30","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07322-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"31","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07439-RA","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","WRN RECQ3 RECQL2"
"32","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07513-RA","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"33","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07632-RA","Molecular Functions","Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin)","GNL3 E2IG3 NS"
"34","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07828-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"35","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus07842-RA","Molecular Functions","E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)","Huwe1 Ureb1"
"36","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus08223-RA","Molecular Functions","Endoplasmin (EC 3.6.4.-) (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)","Hsp90b1 Grp94 Hspc4 Tra1"
"37","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus08304-RA","Molecular Functions","ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)","recQ b3822 JW5855"
"38","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus08308-RA","Molecular Functions","Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)","RPL18A"
"39","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus08637-RA","Molecular Functions","Ubiquitin-associated protein 2 (UBAP-2) (RNA polymerase II degradation factor UBAP2)","UBAP2 KIAA1491"
"40","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus09042-RA","Molecular Functions","Zinc finger RNA-binding protein","ZFR"
"41","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus09354-RA","Molecular Functions","Transposon Tf1-107 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-)","Tf1-107"
"42","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus09546-RA","Molecular Functions","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"43","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus09785-RA","Molecular Functions","KH homology domain-containing protein 4 (Brings lots of money 7) (Pre-mRNA splicing factor protein khdc4)","khdc4 blom7 Kiaa0907"
"44","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus09822-RA","Molecular Functions","Uncharacterized exonuclease R569 (EC 3.1.-.-)","MIMI_R569"
"45","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus09839-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"46","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus10018-RA","Molecular Functions","Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)","PRRC2A BAT2 G2"
"47","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus10649-RA","Molecular Functions","Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2)","PKN2 PRK2 PRKCL2"
"48","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus10659-RA","Molecular Functions","Large ribosomal subunit protein uL18 (60S ribosomal protein L5)","RPL5"
"49","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus10851-RA","Molecular Functions","Spliceosome RNA helicase Ddx39b (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein Uap56)","Ddx39b Bat1 Bat1a Uap56"
"50","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus11608-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"51","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus11631-RA","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"52","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus11668-RA","Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"53","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus11721-RA","Molecular Functions","Gag-Pol polyprotein [Cleaved into: Matrix protein p15; RNA-binding phosphoprotein p12 (pp12); Capsid protein p30; Nucleocapsid protein p10-Pol (NC-pol); Protease (EC 3.4.23.-); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4); Integrase (IN) (EC 2.7.7.-) (EC 3.1.-.-)]","pol"
"54","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus11729-RA","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"55","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus13138-RA","Molecular Functions","Paired box protein Pax-6 (Oculorhombin)","Pax6 Pax-6 Sey"
"56","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus13342-RA","Molecular Functions","Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)","RPS3"
"57","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus13518-RA","Molecular Functions","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)","Ogt"
"58","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus13744-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"59","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus13819-RA","Molecular Functions","Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"60","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus13915-RA","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (Focus-forming activity 1) (FFA-1) (Werner syndrome protein homolog) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","wrn ffa1"
"61","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus14099-RA","Molecular Functions","THO complex subunit 2 (Tho2)","THOC2"
"62","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus14128-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"63","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus14167-RA","Molecular Functions","Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)","AIFM1 AIF PDCD8"
"64","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus14621-RA","Molecular Functions","Histidine--tRNA ligase, cytoplasmic (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)","Hars1 Hars"
"65","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus14821-RA","Molecular Functions","RNA-binding protein Musashi homolog 1 (Musashi-1)","msi-1 R10E9.1"
"66","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus15313-RA","Molecular Functions","Uncharacterized exonuclease R569 (EC 3.1.-.-)","MIMI_R569"
"67","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus15743-RA","Molecular Functions","Tubulin beta-4B chain (Tubulin beta-2C chain)","Tubb4b Tubb2c"
"68","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus15830-RA","Molecular Functions","Lysine--tRNA ligase (EC 2.7.7.-) (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)","Kars1 Kars"
"69","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus15989-RA","Molecular Functions","Heat shock factor protein 1 (HSF 1) (HSF 3A) (HSTF 3A) (Heat shock transcription factor 1) (HSTF 1)","HSF1"
"70","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16062-RA","Molecular Functions","Retinoblastoma-like protein 1 (107 kDa retinoblastoma-associated protein) (p107) (pRb1)","RBL1"
"71","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16081-RA","Molecular Functions","ATP-dependent chromatin remodeler CHD9 (EC 3.6.4.-) (Chromo domain-containing protein 9) (CHD-9) (PPAR-alpha-interacting complex protein 320 kDa) (Peroxisomal proliferator-activated receptor A-interacting complex 320 kDa protein)","Chd9 Kiaa0308 Pric320"
"72","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16083-RA","Molecular Functions","ATP-dependent chromatin remodeler CHD8 (EC 3.6.4.-) (Chromo domain-containing protein 8) (CHD-8)","chd8 si:ch211-10e2.6 wu:fi45h08"
"73","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16808-RA","Molecular Functions","ATP-dependent helicase SGS1 (EC 5.6.2.4) (DNA 3'-5' helicase Sgs1) (Helicase TPS1)","SGS1 TPS1 YMR190C YM9646.02C"
"74","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16847-RA","Molecular Functions","Gag polyprotein [Cleaved into: Matrix protein p16; Capsid protein p25; Nucleocapsid protein p14]","gag"
"75","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16887-RA","Molecular Functions","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","TY3B-G YGRWTy3-1 POL YGR109W-B G5984"
"76","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16898-RA","Molecular Functions","Transposon Tf2-6 polyprotein (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.4.23.-) (Retrotransposable element Tf2 155 kDa protein)","Tf2-6 SPAC27E2.08"
"77","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus16911-RA","Molecular Functions","Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN (DNA helicase, RecQ-like type 3) (RecQ protein-like 2) (Werner syndrome protein) [Includes: 3'-5' exonuclease (EC 3.1.-.-); ATP-dependent helicase (EC 5.6.2.4) (DNA 3'-5' helicase WRN)]","WRN RECQ3 RECQL2"
"78","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus17138-RA","Molecular Functions","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2 (SAMRCA2) (EC 3.6.4.-) (BRG1-associated factor 190B) (BAF190B) (Probable global transcription activator SNF2L2) (Protein brahma homolog) (SNF2-alpha)","Smarca2 Baf190b Brm Snf2a Snf2l2"
"79","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus17366-RA","Molecular Functions","DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)","Polr1a Rpa1 Rpo1-4"
"80","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus17466-RA","Molecular Functions","HEAT repeat-containing protein 1 (Protein BAP28)","heatr1 zgc:63510"
"81","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus17927-RA","Molecular Functions","Probable ATP-dependent RNA helicase DDX4 (EC 3.6.4.13) (DEAD box protein 4) (Vasa homolog)","ddx4 vlg"
"82","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus17928-RA","Molecular Functions","Polyadenylate-binding protein 4 (PABP-4) (Poly(A)-binding protein 4) (Activated-platelet protein 1) (APP-1) (Inducible poly(A)-binding protein) (iPABP)","PABPC4 APP1 PABP4"
"83","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18010-RA","Molecular Functions","Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 (Protein ORGAN BOUNDARY 5)","LSH5 OBO5 At5g58500 MQJ2.11"
"84","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18118-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"85","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18203-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"86","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18205-RA","Molecular Functions","Zinc finger CCHC domain-containing protein 3","ZCCHC3 C20orf99"
"87","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18206-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"88","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18207-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"89","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18366-RA","Molecular Functions","Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)","EIF3B EIF3S9"
"90","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18437-RA","Molecular Functions","Small ribosomal subunit protein uS4 (40S ribosomal protein S9)","RpS9 GE21228"
"91","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus18719-RA","Molecular Functions","Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)","DDX5 G17P1 HELR HLR1"
"92","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19064-RA","Molecular Functions","Gag polyprotein [Cleaved into: Matrix protein p16; Capsid protein p25; Nucleocapsid protein p14]","gag"
"93","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19065-RA","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"94","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19112-RA","Molecular Functions","Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 (Protein ORGAN BOUNDARY 5)","LSH5 OBO5 At5g58500 MQJ2.11"
"95","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19116-RA","Molecular Functions","Gag polyprotein (Pr55Gag) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Spacer peptide 2 (SP2) (p1); p6-gag]","gag"
"96","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19184-RA","Molecular Functions","Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","pol"
"97","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19255-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"98","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19307-RA","Molecular Functions","Large ribosomal subunit protein uL3 (60S ribosomal protein L3) (J1 protein)","Rpl3"
"99","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus19554-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"100","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus20010-RA","Molecular Functions","Large ribosomal subunit protein eL18 (60S ribosomal protein L18)","RpL18"
"101","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus20093-RA","Molecular Functions","Uncharacterized protein K02A2.6","K02A2.6"
"102","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus20698-RA","Molecular Functions","Protein Smaug homolog 1 (Smaug 1) (Sterile alpha motif domain-containing protein 4A)","samd4a smaug1"
"103","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus20709-RA","Molecular Functions","Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (Lyt-10) (Nuclear factor NF-kappa-B p97 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit (Nuclear factor NF-kappa-B p50B subunit)]","NFKB2"
"104","GO:0003676","nucleic acid binding",2746,142,71.32,4.1e-15,"Ahyacinthus21318-RA","Molecular Functions","AT-rich interactive domain-containing protein 4A (ARID domain-containing protein 4A) (Retinoblastoma-binding protein 1) (RBBP-1)","ARID4A RBBP1 RBP1"
