gene_name	GeneOntologyIDs
NV2t000139002.1	GO:0005887;GO:0016020;GO:0004930
NV2t000140001.1	GO:0005975;GO:0004553;GO:0008061
NV2t000141001.1	GO:0009952;GO:0050767;GO:0000978;GO:0000981;GO:0046983
NV2t000142001.1	GO:0050767;GO:0046983
NV2t000142002.1	GO:0050767;GO:0046983
NV2t000142003.1	GO:0050767;GO:0046983
NV2t000144001.1	GO:0006355;GO:0050767;GO:0046983
NV2t000145001.1	GO:0009952;GO:0050767;GO:0000978;GO:0000981;GO:0046983
NV2t000146001.1	GO:0006355;GO:0050767;GO:0046983
NV2t000148001.1	GO:0006355;GO:0009952;GO:0050767;GO:0000978;GO:0000981;GO:0046983
NV2t000150001.1	GO:0000301;GO:0007030;GO:0048219;GO:0070085;GO:0017119
NV2t000151001.1	GO:0030322;GO:0071805;GO:0005886;GO:0015271;GO:0022841
NV2t000152001.1	GO:0019184;GO:0044550;GO:0055072;GO:0005737;GO:0016491;GO:0016616
NV2t000153001.1	GO:0006508;GO:0005615;GO:0004181;GO:0008270
NV2t000161001.1	GO:0005515
NV2t000163001.1	GO:0072348;GO:0005743;GO:0015101;GO:1901682
NV2t000171001.1	GO:0090481;GO:0000139;GO:0005459
NV2t000173001.1	GO:0005615;GO:0008083
NV2t000175001.1	GO:0003779;GO:0005515
NV2t000176001.1	GO:0005739
NV2t000178001.1	GO:0006468;GO:0007165;GO:0007346;GO:0018105;GO:0038066;GO:0090068;GO:1901978;GO:2000001;GO:2001022;GO:0005634;GO:0004674;GO:0004706;GO:0004708;GO:0005524
NV2t000179001.1	GO:0007165;GO:0097060;GO:0005515
NV2t000181001.1	GO:0006470;GO:0016311;GO:1902636
NV2t000183001.1	GO:0003824
NV2t000185001.1	GO:0003824
NV2t000189001.1	GO:0051260;GO:0055085;GO:0071805;GO:0008076;GO:0005515
NV2t000189002.1	GO:0051260;GO:0055085;GO:0071805;GO:0008076;GO:0005515
NV2t000192001.1	GO:0007586;GO:0016042;GO:0005576;GO:0008047
NV2t000193001.1	GO:0016020;GO:0004930;GO:0042277
NV2t000193002.1	GO:0016020;GO:0042277
NV2t000195001.1	GO:0030117;GO:0030123
NV2t000195002.1	GO:0006623;GO:0006896;GO:0008333;GO:0009605;GO:0021700;GO:0031503;GO:0032879;GO:0033059;GO:0036466;GO:0048490;GO:0048499;GO:0050794;GO:0050931;GO:0051716;GO:0061462;GO:0070142;GO:0072657;GO:0010008;GO:0030117;GO:0030119;GO:0030123;GO:0043195;GO:0098830;GO:0005515
NV2t000195003.1	GO:0030117;GO:0030123
NV2t000196001.1	GO:0006412;GO:0031397;GO:1901798;GO:0022625;GO:0003723;GO:0003735;GO:0004857;GO:0005515
NV2t000196002.1	GO:0006412;GO:0022625
NV2t000197001.1	GO:0000350
NV2t000197002.1	GO:0000209;GO:0031146;GO:0031398;GO:0031647;GO:2000573;GO:2001252;GO:0005737;GO:0019005;GO:0003924;GO:0004842;GO:0005515;GO:0005525;GO:0042803
NV2t000197003.1	GO:0000350
NV2t000197004.1	GO:0005737;GO:0005525
NV2t000197005.1	GO:0031146;GO:0005515;GO:0005525
NV2t000198001.1	GO:0003824;GO:0051750
NV2t000199001.1	GO:0004622
NV2t000200001.1	GO:0097224
NV2t000200002.1	GO:0007283;GO:0036126;GO:0097224;GO:0032027
NV2t000201001.1	GO:0003824
NV2t000205001.1	GO:0005515
NV2t000206001.1	GO:0035556;GO:0051209;GO:0005509;GO:0008081
NV2t000206002.1	GO:0035556;GO:0051209;GO:0005509;GO:0008081
NV2t000206003.1	GO:0006644;GO:0035556;GO:0048015;GO:0051209;GO:0004435;GO:0005509;GO:0008081
NV2t000206004.1	GO:0035556;GO:0051209;GO:0004435;GO:0005509;GO:0008081
NV2t000206005.1	GO:0035556;GO:0051209;GO:0004435;GO:0005509;GO:0008081
NV2t000206006.1	GO:0035556;GO:0051209;GO:0004435;GO:0005509;GO:0008081
NV2t000208001.1	GO:2000480;GO:0008603
NV2t000208002.1	GO:0009987;GO:2000480;GO:0005737;GO:0005813;GO:0005886;GO:0043197;GO:0043198;GO:0140535;GO:1902554;GO:0008603;GO:0030291;GO:0030551;GO:0031625;GO:0032559;GO:0034236;GO:0043168
NV2t000208003.1	GO:2000480;GO:0008603
NV2t000211001.1	GO:0016491;GO:0016668;GO:0050660
NV2t000211002.1	GO:0004791;GO:0016491;GO:0050660
NV2t000211003.1	GO:0016491;GO:0016668;GO:0050660
NV2t000211004.1	GO:0045454;GO:0005739;GO:0005829;GO:0004791;GO:0016491;GO:0016668;GO:0050660
NV2t000215001.1	GO:0005975;GO:0005978;GO:0016052;GO:0019318;GO:0071704;GO:0005829;GO:0000287;GO:0004614;GO:0016868
NV2t000217001.1	GO:0007189;GO:0019222;GO:0005737;GO:0005886;GO:0016020;GO:0004930
NV2t000217002.1	GO:0035196;GO:0005515
NV2t000219001.1	GO:0006508;GO:0008233;GO:0008237
NV2t000220001.1	GO:0007186;GO:0051966;GO:0016020
NV2t000220002.1	GO:0007186;GO:0051966;GO:0016020;GO:0004930
NV2t000222001.1	GO:0046872;GO:0061630
NV2t000225001.1	GO:0090630
NV2t000225002.1	GO:0090630;GO:0005096
NV2t000225003.1	GO:0090630
NV2t000227001.1	GO:0006468;GO:0042157;GO:0004674;GO:0005524
NV2t000228001.1	GO:0019878
NV2t000229001.1	GO:0055085;GO:0016020;GO:0005216;GO:0005515
NV2t000231001.1	GO:0006974
NV2t000231002.1	GO:0006974
NV2t000231003.1	GO:0006974
NV2t000232001.1	GO:0030154;GO:0043565
NV2t000234001.1	GO:0006355;GO:0003677
NV2t000234002.1	GO:0030154;GO:0000981;GO:0003677
NV2t000234003.1	GO:0006355;GO:0003677
NV2t000234004.1	GO:0030154;GO:0003677
NV2t000234005.1	GO:0030154;GO:0003677
NV2t000234006.1	GO:0003677
NV2t000234007.1	GO:0003677
NV2t000234008.1	GO:0003677
NV2t000234009.1	GO:0003677
NV2t000234010.1	GO:0003677
NV2t000235001.1	GO:0034220;GO:0016020;GO:0004888;GO:0005230;GO:1904315
NV2t000236001.1	GO:0016020
NV2t000237001.1	GO:0016020;GO:0004888;GO:0005230
NV2t000238001.1	GO:0034220;GO:0016020;GO:0004888;GO:0005230;GO:1904315
NV2t000239001.1	GO:0005829
NV2t000240001.1	GO:0006302;GO:0006355;GO:0006357;GO:1990391;GO:0000978;GO:0000981;GO:0003693;GO:0005515
NV2t000241001.1	GO:0006334;GO:0003677;GO:0030527;GO:0046982
NV2t000242001.1	GO:0006468;GO:0050684
NV2t000242002.1	GO:0006468;GO:0050684
NV2t000242003.1	GO:0006468;GO:0050684
NV2t000244001.1	GO:0005201;GO:0098632
NV2t000244002.1	GO:0008104;GO:0005201
NV2t000245001.1	GO:0018242;GO:0045747;GO:0060537;GO:0005788;GO:0046527;GO:0140561;GO:0140562
NV2t000245002.1	GO:0046527
NV2t000246001.1	GO:0055085;GO:0071577
NV2t000246002.1	GO:0006874;GO:0006882;GO:0010312;GO:0042742;GO:0046929;GO:0055085;GO:0071585;GO:0090281;GO:0140115;GO:1904063;GO:0005783;GO:0005794;GO:0016323;GO:0030315;GO:0030659;GO:0031965;GO:0005246;GO:0005385;GO:0051139;GO:0140678
NV2t000246003.1	GO:0055085;GO:0071577
NV2t000246004.1	GO:0055085;GO:0071577
NV2t000246005.1	GO:0055085
NV2t000248001.1	GO:0090481;GO:0000139;GO:0015165
NV2t000249001.1	GO:0042073;GO:0048513;GO:0048731;GO:0060271;GO:0060429;GO:0005813;GO:0005929;GO:0032991;GO:0048487
NV2t000250001.1	GO:0016020
NV2t000250002.1	GO:0071482;GO:0016020
NV2t000250003.1	GO:0016020;GO:0004930
NV2t000250004.1	GO:0016020
NV2t000250005.1	GO:0016020
NV2t000250006.1	GO:0016020
NV2t000251001.1	GO:0006364;GO:0042274;GO:0045943;GO:0005730;GO:0140513;GO:1990904;GO:0030515
NV2t000252001.1	GO:0006396;GO:0007610;GO:0048667;GO:0048812;GO:0070935;GO:0005737;GO:0030424;GO:0030425;GO:1990904;GO:0003676;GO:0003723;GO:0008143;GO:0035925;GO:0097158
NV2t000254001.1	GO:0009116;GO:0019509;GO:0016763;GO:0017061
NV2t000254002.1	GO:0009086;GO:0009116;GO:0019509;GO:0005829;GO:0005488;GO:0016763;GO:0017061
NV2t000254003.1	GO:0009116;GO:0019509;GO:0016763;GO:0017061
NV2t000254004.1	GO:0009116;GO:0019509;GO:0016763;GO:0017061
NV2t000254005.1	GO:0009116;GO:0019509;GO:0016763;GO:0017061
NV2t000255001.1	GO:0006027;GO:0006029;GO:0006516;GO:0030200;GO:0044273;GO:0005764;GO:0005539;GO:0008449
NV2t000255002.1	GO:0030200
NV2t000255003.1	GO:0030200
NV2t000256001.1	GO:0007018;GO:0005737;GO:0005868;GO:0045505
NV2t000257001.1	GO:0000266;GO:0005739;GO:0005874;GO:0016020;GO:0003924;GO:0005525;GO:0008017
NV2t000257002.1	GO:0016020;GO:0005525
NV2t000258001.1	GO:0008277
NV2t000259001.1	GO:0030036;GO:0032012;GO:0005515
NV2t000259002.1	GO:0030036;GO:0032012;GO:0005085;GO:0005515
NV2t000259003.1	GO:0030036;GO:0032012;GO:0005515
NV2t000259004.1	GO:0030036;GO:0032012;GO:0005515
NV2t000259005.1	GO:0030036;GO:0032012;GO:0005515
NV2t000260001.1	GO:0005813
NV2t000261001.1	GO:0006338;GO:0006357;GO:0032922;GO:0048523;GO:0051090;GO:0005634;GO:0032991;GO:0000976;GO:0003677;GO:0003713;GO:0004857;GO:0008270;GO:0034647;GO:0035064
NV2t000262001.1	GO:0009755;GO:0016020;GO:0008188
NV2t000264001.1	GO:0061617
NV2t000265001.1	GO:0005524
NV2t000265002.1	GO:0000712;GO:0005634;GO:0003676;GO:0003678;GO:0005524
NV2t000265003.1	GO:0005524
NV2t000266001.1	GO:0005783
NV2t000268001.1	GO:0005783
NV2t000270001.1	GO:0006355;GO:0005634;GO:0005515
NV2t000270002.1	GO:0006355;GO:0005515
NV2t000270003.1	GO:0006355
NV2t000270004.1	GO:0006355
NV2t000270005.1	GO:0006355
NV2t000272001.1	GO:0006383
NV2t000273001.1	GO:0071763
NV2t000274001.1	GO:0101031;GO:0005515
NV2t000276001.1	GO:0051966;GO:0016020
NV2t000279001.1	GO:0005739
NV2t000281001.1	GO:0006006;GO:0050661
NV2t000281002.1	GO:0006006;GO:0050661
NV2t000281003.1	GO:0006006;GO:0050661
NV2t000281004.1	GO:0006006;GO:0050661
NV2t000281005.1	GO:0006006;GO:0050661
NV2t000281006.1	GO:0006006;GO:0050661
NV2t000281007.1	GO:0006006;GO:0050661
NV2t000281008.1	GO:0006006;GO:0050661
NV2t000284001.1	GO:0033353
NV2t000284002.1	GO:0033353
NV2t000284003.1	GO:0033353
NV2t000284004.1	GO:0033353
NV2t000287001.1	GO:0033353
NV2t000289001.1	GO:0006357;GO:0003700
NV2t000290001.1	GO:0005096;GO:0005515
NV2t000290002.1	GO:0005096;GO:0005515
NV2t000290003.1	GO:0005096;GO:0005515
NV2t000290004.1	GO:0005096;GO:0005515
NV2t000290005.1	GO:0005096;GO:0005515
NV2t000290006.1	GO:0005096;GO:0005515
NV2t000291001.1	GO:0035082
NV2t000292001.1	GO:0005758;GO:0005515
NV2t000293001.1	GO:0035556;GO:0005515
NV2t000295001.1	GO:0006468;GO:0007052;GO:0004672;GO:0005515;GO:0005524
NV2t000296001.1	GO:0006289;GO:0043161;GO:0005515;GO:0070628
NV2t000296002.1	GO:0006289;GO:0010033;GO:0032434;GO:0043161;GO:0005654;GO:0005829;GO:0140513;GO:0003684;GO:0005515;GO:0031593;GO:0043130;GO:0070628;GO:0140299
NV2t000298001.1	GO:0045505
NV2t000301001.1	GO:0045505
NV2t000302001.1	GO:0051966;GO:0005886;GO:0001640
NV2t000302002.1	GO:0005887
NV2t000302003.1	GO:0005887
NV2t000307001.1	GO:0055085;GO:0022857
NV2t000309001.1	GO:0055085;GO:0022857
NV2t000312001.1	GO:0055085;GO:0022857
NV2t000315001.1	GO:0016020;GO:0008227
NV2t000315002.1	GO:0016020
NV2t000317001.1	GO:0005515;GO:0008270;GO:0046872
NV2t000320001.1	GO:0005615;GO:0004867
NV2t000322001.1	GO:0004842
NV2t000324001.1	GO:0051603;GO:0005737;GO:0004842;GO:0005515
NV2t000325001.1	GO:0043005
NV2t000326001.1	GO:0016020
NV2t000327001.1	GO:0016020
NV2t000328001.1	GO:0016020
NV2t000329001.1	GO:0099536;GO:0005515;GO:0008270
NV2t000331001.1	GO:0016020;GO:0015095
NV2t000332001.1	GO:0006629;GO:0004806;GO:0005515;GO:0016298;GO:0052689
NV2t000333001.1	GO:0035082
NV2t000335001.1	GO:0009097
NV2t000336001.1	GO:0006549;GO:0006563;GO:0009068;GO:0009097;GO:1901607;GO:0016840
NV2t000337001.1	GO:0009792;GO:0030206;GO:0048731;GO:0005794;GO:0005461;GO:0005462;GO:0005463;GO:0015297
NV2t000343001.1	GO:0006413;GO:0006950;GO:0009628;GO:0042221;GO:0044237;GO:0051716;GO:0005737;GO:0032991;GO:0003743;GO:0005085
NV2t000343002.1	GO:0006413;GO:0044237
NV2t000346001.1	GO:0050808;GO:0005515
NV2t000347001.1	GO:0001654;GO:0007095;GO:0030154;GO:0031145;GO:0031324;GO:0051445;GO:0051783;GO:1904668;GO:1905786;GO:0005680;GO:0005515;GO:0008047;GO:0010997;GO:1990757
NV2t000348001.1	GO:0006413;GO:0003743
NV2t000350001.1	GO:0005739;GO:0005747
NV2t000351001.1	GO:0007165;GO:0016020;GO:0003924;GO:0005525;GO:0019003
NV2t000351002.1	GO:0005525;GO:0019003
NV2t000353001.1	GO:0043186;GO:0003723;GO:0004386;GO:0004540;GO:0016887;GO:0030374;GO:0046872
NV2t000356001.1	GO:0000387;GO:0000956;GO:0033962;GO:0000932;GO:0097525;GO:0097526;GO:0003723;GO:0005515;GO:0017070
NV2t000357001.1	GO:0006417;GO:0008283;GO:0034063;GO:0043244;GO:0010494;GO:0005506;GO:0019842;GO:0031406;GO:0031418;GO:0031543;GO:0048029;GO:0097159;GO:1901363
NV2t000360001.1	GO:0005515
NV2t000361001.1	GO:0031012;GO:0005515
NV2t000361002.1	GO:0031012;GO:0005515
NV2t000361003.1	GO:0031012;GO:0005515
NV2t000361004.1	GO:0031012;GO:0005515
NV2t000361005.1	GO:0031012;GO:0005515
NV2t000361006.1	GO:0031012;GO:0005515
NV2t000362001.1	GO:0034472;GO:0005737;GO:0015030;GO:0003676;GO:0004535;GO:0017069;GO:0046872
NV2t000362002.1	GO:0034472;GO:0003676;GO:0046872
NV2t000363002.1	GO:0062023
NV2t000365001.1	GO:0005634;GO:0008270
NV2t000368001.1	GO:0010961;GO:0071248;GO:0016323;GO:0032991;GO:0008324;GO:0015081;GO:0015095;GO:0140828
NV2t000368002.1	GO:0008324
NV2t000369001.1	GO:0006457;GO:0045087;GO:0051607;GO:0005634;GO:0005737;GO:0005515;GO:0030544;GO:0051879
NV2t000371001.1	GO:0034220;GO:0016020;GO:1904315
NV2t000373001.1	GO:0000122;GO:0006281;GO:0006338;GO:0043967;GO:0043968;GO:0045892;GO:0000118;GO:0000228;GO:0035267;GO:0097346;GO:0003714
NV2t000374001.1	GO:0012505
NV2t000375001.1	GO:0006281
NV2t000376002.1	GO:0000398;GO:0005686;GO:0030620
NV2t000376004.1	GO:0030620
NV2t000377001.1	GO:0000467;GO:0000175;GO:0003676
NV2t000377002.1	GO:0000467;GO:0000175;GO:0003676
NV2t000377003.1	GO:0000467;GO:0000175;GO:0003676
NV2t000378001.1	GO:0007154;GO:0023052;GO:0032501;GO:0050794;GO:0050896;GO:0031982;GO:0005515
NV2t000378002.1	GO:0005515
NV2t000379001.1	GO:0006364;GO:0042274;GO:0005730;GO:0140513;GO:1990904;GO:0003723;GO:0019843;GO:0030515
NV2t000380001.1	GO:0006448;GO:0017183;GO:0018202;GO:0044249;GO:0008168;GO:0008757
NV2t000382001.1	GO:0016491
NV2t000384001.1	GO:0006882;GO:0055085;GO:0140820;GO:1904257;GO:0005794;GO:0031410;GO:0005385
NV2t000384002.1	GO:0055085;GO:1904257
NV2t000384003.1	GO:0055085;GO:1904257
NV2t000384005.1	GO:0055085;GO:1904257
NV2t000384006.1	GO:0055085;GO:1904257
NV2t000385001.1	GO:0006790;GO:0005739;GO:0008482;GO:0016491;GO:0020037;GO:0030151;GO:0043546;GO:0046914
NV2t000385002.1	GO:0016491;GO:0020037;GO:0030151;GO:0043546
NV2t000385003.1	GO:0016491;GO:0020037;GO:0030151;GO:0043546
NV2t000388001.1	GO:0007010;GO:0051016;GO:0051015
NV2t000388002.1	GO:0007010;GO:0051016;GO:0051015
NV2t000392004.1	GO:0006357
NV2t000393001.1	GO:0016020;GO:0004930
NV2t000393002.1	GO:0016020
NV2t000395001.1	GO:0008270
NV2t000396001.1	GO:0005737;GO:0016020;GO:0005044
NV2t000399001.1	GO:0005615;GO:0030246;GO:0070492
NV2t000403001.1	GO:0018216;GO:0016274
NV2t000405001.1	GO:0008150;GO:0005829;GO:0005840;GO:0005844;GO:0005854;GO:0042788;GO:0005515
NV2t000406001.1	GO:0005515;GO:0008237
NV2t000407001.1	GO:0050808
NV2t000407003.1	GO:0050808
NV2t000407004.1	GO:0050808
NV2t000408001.1	GO:0006886;GO:0006996;GO:0007275;GO:0030121;GO:0030131;GO:0035615
NV2t000409001.1	GO:0006301;GO:0006513;GO:0003697;GO:0061630
NV2t000411001.1	GO:0046185;GO:0005829;GO:0008106;GO:0016491
NV2t000412001.1	GO:0007099
NV2t000412002.1	GO:0007099
NV2t000412003.1	GO:0007099;GO:0046601;GO:1900087;GO:0005737;GO:0005813;GO:0005814;GO:0032991
NV2t000413001.1	GO:0009653;GO:0030154;GO:0000978;GO:0000981;GO:0043565
NV2t000414001.1	GO:0005794;GO:0015297
NV2t000414002.1	GO:0015297
NV2t000415001.1	GO:0005634;GO:0005737;GO:0003674
NV2t000415002.1	GO:0005737
NV2t000416001.1	GO:0006749;GO:0004364
NV2t000416002.1	GO:0006749
NV2t000419001.1	GO:0045505
NV2t000420001.1	GO:0010508;GO:0033673;GO:0034198;GO:1904262;GO:0005765;GO:0035859;GO:1990130;GO:0004672;GO:0005096
NV2t000422001.1	GO:0043186;GO:0004386;GO:0016887
NV2t000423001.1	GO:0034220;GO:0005886;GO:0016020;GO:0045202;GO:0004888;GO:0005231;GO:1904315
NV2t000424001.1	GO:0006468;GO:0046777
NV2t000424002.1	GO:0006468;GO:0046777
NV2t000424003.1	GO:0006468;GO:0046777
NV2t000424004.1	GO:0006468;GO:0046777
NV2t000424005.1	GO:0006468;GO:0046777
NV2t000425001.1	GO:0005783;GO:0016020;GO:0005254
NV2t000426001.1	GO:0005488;GO:0008430
NV2t000429001.1	GO:0030686
NV2t000430001.1	GO:0006506;GO:0005789;GO:0016780;GO:0051377
NV2t000431001.1	GO:0006644;GO:0007165;GO:0030111;GO:0046839;GO:0005886;GO:0008195;GO:0042577
NV2t000432001.1	GO:0045048;GO:0044183
NV2t000435001.1	GO:0045505
NV2t000435002.1	GO:0045505
NV2t000435003.1	GO:0045505
NV2t000437001.1	GO:0017148;GO:0048477;GO:0048471;GO:0003729;GO:0008270
NV2t000439001.1	GO:0005737
NV2t000439002.1	GO:0005737
NV2t000441001.1	GO:0080008;GO:0005515
NV2t000445001.1	GO:0005737;GO:0003730
NV2t000447001.1	GO:0016567;GO:0035212;GO:0005634;GO:0080008;GO:0005515;GO:0016922;GO:0035184
NV2t000449001.1	GO:0097546
NV2t000453001.1	GO:0016020;GO:0004888;GO:0005230;GO:1904315
NV2t000454001.1	GO:0051260;GO:0055085;GO:0071805;GO:0008076;GO:0005515
NV2t000457001.1	GO:0005515
NV2t000459001.1	GO:0016020
NV2t000460001.1	GO:0017004;GO:0018063;GO:0036211;GO:0005739;GO:0016846;GO:0140096
NV2t000464001.1	GO:0032224;GO:0032228;GO:0032230;GO:0055085;GO:0005886;GO:0005261
NV2t000465001.1	GO:1990316
NV2t000468001.1	GO:0006886;GO:0070973;GO:0005783
NV2t000469001.1	GO:0006357
NV2t000470001.1	GO:0006979
NV2t000471001.1	GO:0007010
NV2t000471002.1	GO:0007010
NV2t000472001.1	GO:0006355
NV2t000476001.1	GO:0005515
NV2t000481001.1	GO:0000398;GO:0001960;GO:0018149;GO:0018205;GO:0034247;GO:0043144;GO:0140513;GO:1990904;GO:0046872;GO:0061630
