gene_name	GeneOntologyIDs
evm.model.Ap11.1621	GO:0090427; GO:0009952; GO:0030509; GO:0060349; GO:0060536; GO:0000902; GO:0061311; GO:0006351; GO:0042733; GO:0035115; GO:0035116; GO:0030326; GO:0048598; GO:0035880; GO:0001837; GO:0003198; GO:0060325; GO:0030900; GO:0007507; GO:0003007; GO:0001701; GO:0048839; GO:0061180; GO:0097152; GO:0010463; GO:0030901; GO:0042474; GO:0007517; GO:0043066; GO:0030308; GO:0008285; GO:0045892; GO:0010629; GO:1901330; GO:0051154; GO:0000122; GO:0043584; GO:0042476; GO:0042475; GO:0030513; GO:0045787; GO:1902255; GO:2001055; GO:0042482; GO:0045944; GO:0034504; GO:0050821; GO:0042481; GO:0006357; GO:0060021; GO:0023019; GO:0048863; GO:0034399; GO:0005654; GO:0005634; GO:0005667; GO:0000987; GO:0001228; GO:0000981; GO:0001227; GO:0002039; GO:0000977; GO:0043565; GO:1990837; GO:0000976
evm.model.Ap11.731	GO:0071456; GO:0043171; GO:0006508; GO:0005829; GO:0005576; GO:0005634; GO:0016285; GO:0004177; GO:0070006; GO:0008270
evm.model.Ap11.478	GO:0019853; GO:0005737; GO:0005509; GO:0030234; GO:0004341; GO:0008270
evm.model.Ap11.679	GO:0007186; GO:0035556; GO:0045744; GO:0005737; GO:0005829; GO:0043005; GO:0005886; GO:0001965; GO:0005096
evm.model.Ap11.678	GO:0005634; GO:0003677
evm.model.Ap11.676	GO:0000481; GO:0045292; GO:0000398; GO:0045585; GO:0000387; GO:0000244; GO:0000388; GO:0015030; GO:0071013; GO:0005737; GO:0005829; GO:0005794; GO:0016607; GO:0005654; GO:0005634; GO:0071005; GO:0046540; GO:0003723
evm.model.Ap11.675	GO:0009957; GO:0007276; GO:0006402; GO:0010629; GO:0017148; GO:0045138; GO:0090727; GO:0060282; GO:0045944; GO:0040034; GO:0045604; GO:0110037; GO:0005737; GO:0000932; GO:0035770; GO:0035198; GO:0003729; GO:0003723; GO:0030371; GO:0004842; GO:0008270
evm.model.Ap11.672	GO:0071880; GO:0071881; GO:0010667; GO:0051241; GO:0002025; GO:1901098; GO:0010666; GO:0106134; GO:1904504; GO:0043410; GO:0051240; GO:0048638; GO:0006940; GO:0005769; GO:0005794; GO:0005886; GO:0004941; GO:0051380
evm.model.Ap11.670	GO:0003824
evm.model.Ap11.1232	GO:0016020
evm.model.Ap11.1820_evm.model.Ap11.1818.2.5f168b98	GO:0008206; GO:0009608; GO:0006805; GO:0016020; GO:0015020
evm.model.Ap11.1820_evm.model.Ap11.1818.1.5f168b97	GO:0008206; GO:0009608; GO:0006805; GO:0016020; GO:0015020
evm.model.Ap11.1820_evm.model.Ap11.1818	GO:0007010; GO:0006682; GO:0048812; GO:0030913; GO:0002175; GO:0035902; GO:0005783; GO:0016020; GO:0003851; GO:0008489
evm.model.Ap11.1179	GO:0009873; GO:0009686; GO:0010105; GO:0046777; GO:2000069; GO:2000035; GO:0048510; GO:0009723; GO:0009750; GO:0001666; GO:0009744; GO:0007165; GO:0010182; GO:0005789; GO:0005634; GO:0005524; GO:0106310; GO:0004674; GO:0004712
evm.model.Ap11.1177	GO:0051301; GO:0007346; GO:0005813; GO:0030496; GO:0000922; GO:0019900
evm.model.Ap11.1175	GO:0009267; GO:0048749; GO:0001751; GO:0007010; GO:0007030; GO:0035556; GO:0016319; GO:0045792; GO:0045315; GO:0048639; GO:0006468; GO:2000047; GO:0043408; GO:0005912; GO:0005737; GO:0005886; GO:0005524; GO:0004672; GO:0106310; GO:0004674; GO:0031267
evm.model.Ap11.1172	GO:0003283; GO:0060271; GO:0060026; GO:0060027; GO:0071908; GO:0007368; GO:0071910; GO:0035469; GO:0071909; GO:0060287; GO:0001947; GO:0001822; GO:0060993; GO:0030324; GO:0048496; GO:0090090; GO:0045494; GO:2000095; GO:0072189; GO:0016055; GO:0097546; GO:0097543; GO:0097542; GO:0005929; GO:0005829; GO:0005576
evm.model.Ap11.1173	GO:0003283; GO:0060271; GO:0060026; GO:0060027; GO:0071908; GO:0007368; GO:0071910; GO:0035469; GO:0071909; GO:0060287; GO:0001947; GO:0001822; GO:0060993; GO:0030324; GO:0048496; GO:0090090; GO:0045494; GO:2000095; GO:0072189; GO:0016055; GO:0097546; GO:0097543; GO:0097542; GO:0005929; GO:0005829; GO:0005576
evm.model.Ap11.888	
evm.model.Ap11.884	GO:0051301; GO:0000086; GO:0060828; GO:1901987; GO:0016055; GO:0000307; GO:0005737; GO:0000308; GO:0005829; GO:0005634; GO:0005886; GO:0005524; GO:0030332; GO:0004693; GO:0106310
evm.model.Ap11.886	GO:0060070; GO:0007369; GO:0035567; GO:0005886; GO:0004930; GO:0042813; GO:0017147
evm.model.Ap11.887	GO:0033539; GO:0005737; GO:0031966; GO:0005739; GO:0005634; GO:0005777; GO:0003995; GO:0050660; GO:0004466; GO:0070991; GO:0017099
evm.model.Ap11.881	GO:0003824
evm.model.Ap11.882	GO:0046872; GO:0003964
evm.model.Ap11.883	GO:0051301; GO:0000086; GO:0060828; GO:1901987; GO:0016055; GO:0000307; GO:0005737; GO:0000308; GO:0005829; GO:0005634; GO:0005886; GO:0005524; GO:0030332; GO:0004693; GO:0106310
evm.model.Ap11.364	GO:0031012; GO:0005615; GO:0016020; GO:0008061; GO:0046872
evm.model.Ap11.361	GO:0006882; GO:0042552; GO:0140882; GO:0031901; GO:0031902; GO:0005765; GO:0005886; GO:0030672; GO:0008270
evm.model.Ap11.360	GO:0019563; GO:0006072; GO:0006127; GO:0005743; GO:0005739; GO:0005509; GO:0004368
evm.model.Ap11.363	GO:0006915; GO:0023035; GO:0007166; GO:0097400; GO:0048255; GO:0043123; GO:0008284; GO:0042981; GO:0043122; GO:0007165; GO:0033209; GO:0035631; GO:0005813; GO:0005737; GO:0009898; GO:0005829; GO:0042802; GO:0035591; GO:0031996; GO:0005164; GO:0061630; GO:0031625; GO:0008270
evm.model.Ap11.1370	GO:0043161; GO:0016567; GO:0015629; GO:0031463; GO:0005737; GO:0005829; GO:0030027; GO:0001726; GO:0003779; GO:0042802; GO:1990756
evm.model.Ap11.1371	GO:0005737; GO:0005654; GO:0061630; GO:0008270
evm.model.Ap11.1372	GO:0015074; GO:0006310; GO:0006508; GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964
evm.model.Ap11.1374	GO:0015074; GO:0006310; GO:0075713; GO:0006508; GO:0046718; GO:0044826; GO:0075523; GO:0019013; GO:0004190; GO:0003677; GO:0003887; GO:0035613; GO:0003964; GO:0004523; GO:0008270
evm.model.Ap11.1375	GO:0043161; GO:0000209; GO:0016567; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.1376	GO:0005737; GO:0005654; GO:0061630; GO:0008270
evm.model.Ap11.1377	GO:0005737; GO:0005654; GO:0061630; GO:0008270
evm.model.Ap11.1378	GO:0015074; GO:0006281; GO:0005737; GO:0042575; GO:0019899; GO:0003676; GO:0008270
evm.model.Ap11.1379	GO:1990830; GO:0043161; GO:0000209; GO:0043523; GO:0005737; GO:0017022; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.763	GO:0000122; GO:0045595; GO:0042127; GO:0001817; GO:0002682; GO:0050727; GO:0042092; GO:0005654; GO:0001227; GO:0000978; GO:1990837; GO:0008270
evm.model.Ap11.358	GO:0007015; GO:0019722; GO:0097237; GO:0060079; GO:0050804; GO:1900272; GO:1904049; GO:0051497; GO:0048666; GO:0031175; GO:0060999; GO:1900454; GO:0010976; GO:0045860; GO:0098974; GO:0030833; GO:0061001; GO:0051489; GO:0051963; GO:0051823; GO:0015629; GO:0030864; GO:0005737; GO:0005856; GO:0030425; GO:0043197; GO:0044326; GO:0030175; GO:0098978; GO:0030426; GO:1990761; GO:0030027; GO:0031594; GO:0043025; GO:0098871; GO:0014069; GO:0051015; GO:0051020; GO:0042802; GO:0019904; GO:0019901; GO:0008157; GO:0044877; GO:0044325
evm.model.Ap11.359	GO:0006882; GO:0042552; GO:0140882; GO:0099180; GO:0031901; GO:0097708; GO:0031902; GO:0005765; GO:0005886; GO:0030672; GO:0008270
evm.model.Ap11.350	GO:0008610; GO:1903509; GO:0010125; GO:0008375; GO:0102710; GO:0000287
evm.model.Ap11.351	GO:0005741; GO:0005634
evm.model.Ap11.355	GO:0010125; GO:0008375; GO:0102710; GO:0000287
evm.model.Ap11.357	GO:0006915; GO:0006351; GO:0045944; GO:0006357; GO:0005634; GO:0001228; GO:0003700; GO:0000981; GO:0019902; GO:0043565
evm.model.Ap11.242	GO:0006351; GO:0045893; GO:0006357; GO:0000785; GO:0005654; GO:0005634; GO:0000981; GO:0046982; GO:0000977
evm.model.Ap11.243	GO:0030336; GO:1902455; GO:0000122; GO:0030512; GO:0045893; GO:1902459; GO:0006606; GO:0043067; GO:0005634; GO:0140002; GO:0008270
evm.model.Ap11.367	GO:0001525; GO:0007155; GO:0007338; GO:0002080; GO:0005615; GO:0001786
evm.model.Ap11.366	GO:0006313; GO:0003964
evm.model.Ap11.969	GO:0003824
evm.model.Ap11.967	GO:0072583; GO:0006886; GO:0098884; GO:0048488; GO:0016192; GO:0030122; GO:0098894; GO:0098978; GO:0005886; GO:0098794; GO:0045202; GO:0008021; GO:0035615
evm.model.Ap11.966	GO:1902000; GO:0006559; GO:0006572; GO:0006629; GO:0005829; GO:0070062; GO:0004334; GO:0046872
evm.model.Ap11.965	GO:0032924; GO:0001525; GO:0060978; GO:0031100; GO:0009952; GO:0006915; GO:0048844; GO:0001824; GO:0060317; GO:0048870; GO:0071363; GO:0071560; GO:0030199; GO:0060982; GO:0048565; GO:0007566; GO:0048701; GO:0042118; GO:0043542; GO:1905223; GO:0001837; GO:0008354; GO:0007507; GO:0001701; GO:0035556; GO:0001822; GO:0002088; GO:0030324; GO:0008584; GO:0048762; GO:0036446; GO:0043066; GO:0030336; GO:0032331; GO:0045602; GO:0001937; GO:2001237; GO:1902894; GO:0007399; GO:0048663; GO:0060017; GO:0018105; GO:0060037; GO:0043065; GO:2001235; GO:0030307; GO:0030335; GO:0008284; GO:0045893; GO:0001938; GO:0010718; GO:1905007; GO:1901203; GO:0051491; GO:0010628; GO:1902462; GO:1902895; GO:0051897; GO:0060391; GO:0051496; GO:1905075; GO:1904018; GO:0009791; GO:0046777; GO:0006468; GO:0060043; GO:0006355; GO:0010717; GO:0010468; GO:0031396; GO:0070723; GO:0051602; GO:0043627; GO:0001666; GO:0034695; GO:0009636; GO:0060021; GO:0007165; GO:0001501; GO:0048705; GO:0060395; GO:0048538; GO:0007179; GO:0061450; GO:0101023; GO:0003223; GO:0060412; GO:0003222; GO:0048179; GO:0016324; GO:0016323; GO:0005923; GO:0005901; GO:0009986; GO:0005768; GO:0045121; GO:0005634; GO:0005886; GO:0032991; GO:0043235; GO:0070021; GO:0048185; GO:0016361; GO:0005524; GO:0070411; GO:0046872; GO:0004672; GO:0004674; GO:0044877; GO:0005102; GO:0046332; GO:0050431; GO:0005024; GO:0005025; GO:0004675; GO:0005114; GO:0031625
evm.model.Ap11.963	GO:0006351; GO:0001946; GO:0008285; GO:0035332; GO:0006470; GO:0046825; GO:0005737; GO:0005856; GO:0005654; GO:0005634; GO:0004725; GO:0030971; GO:0003712
evm.model.Ap11.962	GO:0140374; GO:0006915; GO:0007166; GO:0009299; GO:0032481; GO:0042981; GO:0043122; GO:0001817; GO:0050688; GO:0032648; GO:0030162; GO:0008063; GO:0034142; GO:0002224; GO:0033209; GO:0035631; GO:0005737; GO:0009898; GO:0005768; GO:0010008; GO:0005739; GO:0042802; GO:0019901; GO:0019903; GO:0035591; GO:0031996; GO:0005164; GO:0061630; GO:0031625; GO:0004842; GO:0008270
evm.model.Ap11.961.1.5f15dcbb	GO:0030154; GO:0006351; GO:0005634; GO:0000981; GO:0043565
evm.model.Ap11.961	GO:0030154; GO:0006351; GO:0005634; GO:0000981; GO:0043565
evm.model.Ap11.1656	GO:0007399; GO:0060828; GO:0005886; GO:0061575; GO:0019901
evm.model.Ap11.1655	GO:0060271; GO:0003341; GO:0061371; GO:0032474; GO:0036158; GO:0005930; GO:0005737
evm.model.Ap11.1654	GO:0033499; GO:0001701; GO:0006487; GO:0005794; GO:0000139; GO:0048471; GO:0008375; GO:0003827; GO:0030145
evm.model.Ap11.1653	GO:0005576; GO:0102196; GO:0016491
evm.model.Ap11.1652	GO:0031640; GO:0006811; GO:0005576; GO:0042151; GO:0044218; GO:0090729
evm.model.Ap11.1651	GO:0005576; GO:0102196; GO:0016491
evm.model.Ap11.1650	GO:0007596; GO:0005886; GO:0047710; GO:0046872
evm.model.Ap11.1658	GO:0071880; GO:0007267; GO:0007200; GO:0010613; GO:0007204; GO:0043410; GO:0005901; GO:0005737; GO:0031965; GO:0005886; GO:0004937
evm.model.Ap11.1787_evm.model.Ap11.1788	GO:0007189; GO:0007166; GO:0007186; GO:0014819; GO:0016020; GO:0005886; GO:0004930
evm.model.Ap11.659_evm.model.Ap11.661	GO:0007015; GO:0006897; GO:0006972; GO:0006971; GO:0031268; GO:0035020; GO:0015629; GO:0042995; GO:0005737; GO:0016020; GO:0016459; GO:0051015; GO:0005524; GO:0005085; GO:0000146
evm.model.Ap11.659_evm.model.Ap11.661.1.5f16869b	GO:0006325; GO:0051276; GO:0006351; GO:0033696; GO:0048477; GO:0043687; GO:0046777; GO:0006355; GO:0000723; GO:0038202; GO:0000785; GO:0005737; GO:0000228; GO:0005654; GO:0005634; GO:0005700; GO:0005705; GO:0005703; GO:0016456; GO:0005524; GO:0035175; GO:0106310; GO:0004674
evm.model.Ap11.1855	GO:0009116; GO:0043531; GO:0016787
evm.model.Ap11.1857	GO:0005975; GO:0006954; GO:0006044; GO:1903238; GO:0006790; GO:0005829; GO:0005794; GO:0000139; GO:0005654; GO:0005802; GO:0001517; GO:0008146
evm.model.Ap11.1856	GO:0003341; GO:0007368; GO:0007507; GO:0036158; GO:0003356; GO:0021591; GO:0005930; GO:0097546
evm.model.Ap11.1850	GO:0006351; GO:0045892; GO:0006357; GO:0015630; GO:0005730; GO:0005634; GO:0000981; GO:0000978; GO:0008270
evm.model.Ap11.1853	GO:0009116; GO:0043531; GO:0016787
evm.model.Ap11.1859	GO:0009952; GO:0006351; GO:0042706; GO:0045944; GO:0006357; GO:0005634; GO:0000981; GO:0000978
evm.model.Ap11.1521	GO:0044423
evm.model.Ap11.1520	GO:0032238; GO:0015861; GO:0015872; GO:1903716; GO:0035340; GO:0015874; GO:0015851; GO:1901642; GO:0015858; GO:1904823; GO:1904082; GO:0006837; GO:1903791; GO:0015862; GO:0005794; GO:0031902; GO:0005765; GO:0031966; GO:0005886; GO:0015212; GO:0015208; GO:0008504; GO:0005326; GO:0015205; GO:0005337; GO:0022857; GO:0015210; GO:0015213
evm.model.Ap11.1523	GO:0008069; GO:0009953; GO:0007297; GO:0007293; GO:0008298; GO:0006406; GO:0000398; GO:0033119; GO:0017148; GO:0000184; GO:0007314; GO:0030720; GO:0016325; GO:0048477; GO:0019094; GO:0045451; GO:0000381; GO:0010468; GO:0006405; GO:0071013; GO:0000785; GO:0005737; GO:0005654; GO:0005634; GO:0035062; GO:0005703; GO:0071011; GO:0003730; GO:0003723
evm.model.Ap11.1522	GO:0005975; GO:0061634; GO:0030246
evm.model.Ap11.1525	GO:0005975; GO:0004558; GO:0030246
evm.model.Ap11.1524	GO:0005829; GO:0005634; GO:0042802
evm.model.Ap11.1527	GO:0005975; GO:0004558; GO:0030246
evm.model.Ap11.1526	GO:0005975; GO:0004558; GO:0030246
evm.model.Ap11.789	GO:0006310; GO:0090304; GO:0032197; GO:0046872; GO:0003723; GO:0003964; GO:0009036
evm.model.Ap11.257	GO:0007155; GO:0030182; GO:0009986; GO:0005576; GO:0004867
evm.model.Ap11.259	GO:0008543; GO:0000082; GO:0035278; GO:0021915; GO:0010608; GO:0043161; GO:0051865; GO:0000209; GO:2000177; GO:0072089; GO:0000932; GO:0035198; GO:0061630; GO:0004842; GO:0008270
evm.model.Ap11.258	GO:0019731; GO:0045087; GO:0005615; GO:0004867
evm.model.Ap11.840	GO:0006397; GO:0005737; GO:0005739; GO:0003729
evm.model.Ap11.844	GO:0007190; GO:0071880; GO:0071881; GO:0071875; GO:0010667; GO:0032811; GO:0002025; GO:1901098; GO:0010666; GO:0106134; GO:1904504; GO:0043410; GO:0043434; GO:0016020; GO:0005886; GO:0004941; GO:0051380
evm.model.Ap11.845	GO:0098978; GO:0016020; GO:0046872
evm.model.Ap11.847	GO:0005576; GO:0016020
evm.model.Ap11.1759	GO:0006700; GO:0071375; GO:0008203; GO:0034650; GO:0006704; GO:0005743; GO:0061896; GO:0020037; GO:0005506; GO:0004497
evm.model.Ap11.159_evm.model.Ap11.139_evm.model.Ap11.140_evm.model.Ap11.148	GO:0019941; GO:0016567; GO:0022626; GO:0005741; GO:0005634; GO:0031386; GO:0003735
evm.model.Ap11.159_evm.model.Ap11.139_evm.model.Ap11.140_evm.model.Ap11.148.2.5f1685b5	GO:0006888; GO:0006886; GO:0012505; GO:0000139; GO:0005886; GO:0032588; GO:0005525; GO:0030742; GO:0003924; GO:0080115
evm.model.Ap11.159_evm.model.Ap11.139_evm.model.Ap11.140_evm.model.Ap11.148.1.5f1685b5	GO:0045453; GO:0006887; GO:0018125; GO:1903307; GO:0015031; GO:0017157; GO:0005881; GO:0005768; GO:0005886; GO:0099503; GO:0008021; GO:0042588; GO:0003925; GO:0005525; GO:0030742; GO:0003924; GO:0046872; GO:0031489
evm.model.Ap11.1284	GO:0071880; GO:0071875; GO:0007512; GO:0061049; GO:0007267; GO:0010507; GO:0001985; GO:0035024; GO:0150099; GO:0001994; GO:0035265; GO:0071882; GO:0007200; GO:0097195; GO:0045760; GO:0060452; GO:0010613; GO:0007204; GO:0070374; GO:0010460; GO:0001996; GO:0043410; GO:0141214; GO:0045987; GO:0032230; GO:0003084; GO:0001997; GO:0045907; GO:0099171; GO:0008217; GO:0009725; GO:0009410; GO:0005901; GO:0005737; GO:0005829; GO:0098691; GO:0098982; GO:0098978; GO:0016020; GO:0031965; GO:0005654; GO:0005634; GO:0005886; GO:0045211; GO:0042734; GO:0030315; GO:0030018; GO:0004937; GO:0046982
evm.model.Ap11.1285	GO:0030968; GO:0036503; GO:1904153; GO:0030970; GO:0005788; GO:0051082
evm.model.Ap11.1286	GO:0005576
evm.model.Ap11.1287	GO:0006351; GO:0045892; GO:0006357; GO:0005829; GO:0000118; GO:0005654; GO:0005667; GO:0003714
evm.model.Ap11.1281	GO:0015074; GO:0006310; GO:0006508; GO:0005634; GO:0004190; GO:0003677; GO:0003887; GO:0004519; GO:0046872; GO:0003723; GO:0003964
evm.model.Ap11.1283	GO:0007189; GO:0099171; GO:0042311; GO:0098978; GO:0005886; GO:0098793; GO:0098685; GO:0001609
evm.model.Ap11.1288	GO:0006260; GO:0006399; GO:0005737; GO:0005634; GO:0051500; GO:0003677; GO:0106026; GO:0046872; GO:0000049
evm.model.Ap11.1289	GO:0047981
evm.model.Ap11.1756	GO:0016020; GO:0005739
evm.model.Ap11.1757	GO:0042147; GO:0005829; GO:0005794; GO:0032580; GO:0000139
evm.model.Ap11.1754	GO:0006351; GO:0045893; GO:0045944; GO:0005634; GO:0003677; GO:0000981; GO:0000978
evm.model.Ap11.1755	GO:0030198; GO:0045766; GO:0010811; GO:2000573; GO:2001028; GO:0010595; GO:0045743; GO:0045931; GO:1900748; GO:0035470; GO:0005604; GO:0071944; GO:0031012; GO:0005615; GO:0005614; GO:0005509; GO:0050840; GO:0005539; GO:0008201
evm.model.Ap11.1896_evm.model.Ap11.1897.3.5f168c0b	GO:0044283; GO:0051213; GO:0046872
evm.model.Ap11.1896_evm.model.Ap11.1897	GO:0044283; GO:0051213; GO:0046872
evm.model.Ap11.1896_evm.model.Ap11.1897.2.5f168c0b	GO:0044283; GO:0051213; GO:0046872
evm.model.Ap11.1896_evm.model.Ap11.1897.1.5f168c0a	GO:0044283; GO:0051213; GO:0046872
evm.model.Ap11.1668	GO:0140896; GO:0051607; GO:0046597; GO:0045087; GO:0045089; GO:0032728; GO:1901224; GO:0060340; GO:0070534; GO:0006513; GO:0034340; GO:0044790; GO:0005737; GO:0005829; GO:0005654; GO:0061630; GO:0008270
evm.model.Ap11.1669	GO:0090071; GO:0016479; GO:0016480; GO:0017148; GO:0017126; GO:0072697; GO:2000114; GO:0042254; GO:0005737; GO:0030371; GO:0008270
evm.model.Ap11.1660	GO:0007186; GO:0007218; GO:0016020; GO:0005886; GO:0008188; GO:0004983; GO:0001653
evm.model.Ap11.471	GO:0071880; GO:0071881; GO:0010667; GO:0045744; GO:0002025; GO:1901098; GO:0010666; GO:0106134; GO:1904504; GO:0043410; GO:0006898; GO:0006940; GO:0005769; GO:0005794; GO:0005886; GO:0043235; GO:0004941; GO:0051380
evm.model.Ap11.472	GO:0007186; GO:0032099; GO:0097499; GO:0060170; GO:0005886; GO:0004930; GO:0140597
evm.model.Ap11.474	GO:0005975; GO:0009101; GO:0006688; GO:0045747; GO:0009636; GO:0005794; GO:0016020; GO:0046872; GO:0033842
evm.model.Ap11.477	GO:0006874; GO:0019853; GO:0032781; GO:0050848; GO:0005737; GO:0005634; GO:0005509; GO:0030234; GO:0004341; GO:0008270
evm.model.Ap11.766	GO:0046872; GO:0003964
evm.model.Ap11.1048	GO:0071880; GO:0071881; GO:0098990; GO:1904646; GO:0010667; GO:0045744; GO:0002025; GO:1901098; GO:0010666; GO:0106134; GO:0120162; GO:1900451; GO:1904504; GO:0043410; GO:0061885; GO:0006898; GO:0006940; GO:0016324; GO:0005769; GO:0005794; GO:0098992; GO:0005634; GO:0005886; GO:0043235; GO:0008179; GO:0001540; GO:0004941; GO:0051380; GO:0015459; GO:0042803; GO:0044877
evm.model.Ap11.1042	GO:0001525; GO:0007155; GO:0043542; GO:1902362; GO:0097325; GO:0060244; GO:0010716; GO:1900119; GO:0006508; GO:0051603; GO:0051726; GO:0010710; GO:0045177; GO:0045178; GO:0009986; GO:0005615; GO:0031258; GO:1905368; GO:0005886; GO:0032587; GO:0008239; GO:0005178; GO:0002020; GO:0042803; GO:0004252
evm.model.Ap11.1046	GO:0071897; GO:0007005; GO:0009986; GO:0005737; GO:0005743; GO:0035632; GO:0005739; GO:0005634; GO:0005886
evm.model.Ap11.1045	GO:0002181; GO:0098556; GO:0022627; GO:0005840; GO:0003729; GO:0003735
evm.model.Ap11.1208	GO:0050208
evm.model.Ap11.1205	GO:0071300; GO:0006351; GO:1900218; GO:1900212; GO:0007399; GO:0045893; GO:2000611; GO:0039003; GO:0039020; GO:0048793; GO:0042981; GO:0035565; GO:0006357; GO:0007367; GO:0007423; GO:0001655; GO:0005654; GO:0000981; GO:0000978; GO:0000976
evm.model.Ap11.1206	GO:0007155; GO:0030199; GO:0031012; GO:0005615
evm.model.Ap11.1207	GO:0045471; GO:0032868; GO:0009410; GO:0010043; GO:0046900; GO:0005783; GO:0005615; GO:0005764; GO:0042470; GO:0005773; GO:0034722
evm.model.Ap11.1203	GO:0046900; GO:0005615; GO:0005773; GO:0034722; GO:0008242
evm.model.Ap11.112	GO:0001525; GO:0006915; GO:0097190; GO:0071260; GO:0097194; GO:0097191; GO:0008625; GO:0007507; GO:0097284; GO:0030225; GO:0043124; GO:0060546; GO:0001841; GO:0043065; GO:0043123; GO:0030335; GO:1900119; GO:2001238; GO:0032731; GO:0045651; GO:0043525; GO:0045862; GO:0051604; GO:0016485; GO:0006508; GO:0051603; GO:0070269; GO:2001233; GO:0001817; GO:0045088; GO:0070243; GO:0072347; GO:0010996; GO:0032025; GO:0032355; GO:0045471; GO:0032496; GO:0034612; GO:0097264; GO:0036462; GO:0008303; GO:0031265; GO:0044297; GO:0005737; GO:0005829; GO:0031264; GO:0030027; GO:0030690; GO:0005634; GO:0005886; GO:0032991; GO:0097342; GO:0008656; GO:0004197; GO:0035877; GO:0005123; GO:0004175; GO:0042802; GO:0008233; GO:0044877; GO:0097110; GO:0005164; GO:0031625
evm.model.Ap11.113	GO:0003824
