"","target","species","OG","Nvec","Ahya","Apoc"
"NV2t002728002.1","NV2t002728002.1","Nvec","OG_3858",1,1,0
"NV2t002728003.1","NV2t002728003.1","Nvec","OG_3858",1,1,0
"NV2t002908001.1","NV2t002908001.1","Nvec","OG_8670",1,0,0
"NV2t003053001.1","NV2t003053001.1","Nvec","OG_3909",1,1,0
"NV2t003053002.1","NV2t003053002.1","Nvec","OG_3909",1,1,0
"NV2t003053003.1","NV2t003053003.1","Nvec","OG_3909",1,1,0
"NV2t003053004.1","NV2t003053004.1","Nvec","OG_3909",1,1,0
"NV2t003329001.1","NV2t003329001.1","Nvec","OG_8931",1,0,0
"NV2t003638001.1","NV2t003638001.1","Nvec","OG_8875",1,0,0
"NV2t003638002.1","NV2t003638002.1","Nvec","OG_8875",1,0,0
"NV2t003638003.1","NV2t003638003.1","Nvec","OG_8875",1,0,0
"NV2t003638004.1","NV2t003638004.1","Nvec","OG_8875",1,0,0
"NV2t003668001.1","NV2t003668001.1","Nvec","OG_3996",1,0,1
"NV2t003704001.1","NV2t003704001.1","Nvec","OG_349",1,0,1
"NV2t003950001.1","NV2t003950001.1","Nvec","OG_8657",1,0,0
"NV2t003950002.1","NV2t003950002.1","Nvec","OG_8657",1,0,0
"NV2t003950003.1","NV2t003950003.1","Nvec","OG_8657",1,0,0
"NV2t003950004.1","NV2t003950004.1","Nvec","OG_8657",1,0,0
"NV2t004174001.1","NV2t004174001.1","Nvec","OG_1780",1,1,0
"NV2t005513001.1","NV2t005513001.1","Nvec","OG_186",1,1,1
"NV2t005653001.1","NV2t005653001.1","Nvec","OG_165",1,1,1
"NV2t005775001.1","NV2t005775001.1","Nvec","OG_186",1,1,1
"NV2t006133003.1","NV2t006133003.1","Nvec","OG_4898",1,1,0
"NV2t006133004.1","NV2t006133004.1","Nvec","OG_4898",1,1,0
"NV2t006133005.1","NV2t006133005.1","Nvec","OG_4898",1,1,0
"NV2t006133006.1","NV2t006133006.1","Nvec","OG_4898",1,1,0
"NV2t006342001.1","NV2t006342001.1","Nvec","OG_4932",1,0,0
"NV2t006981001.1","NV2t006981001.1","Nvec","OG_1065",1,0,1
"NV2t006981002.1","NV2t006981002.1","Nvec","OG_1065",1,0,1
"NV2t006981003.1","NV2t006981003.1","Nvec","OG_1065",1,0,1
"NV2t007062001.1","NV2t007062001.1","Nvec","OG_2767",1,0,0
"NV2t007152001.1","NV2t007152001.1","Nvec","OG_186",1,1,1
"NV2t008278001.1","NV2t008278001.1","Nvec","OG_244",1,1,0
"NV2t009158001.1","NV2t009158001.1","Nvec","OG_4522",1,1,0
"NV2t009762001.1","NV2t009762001.1","Nvec","OG_5255",1,1,0
"NV2t010717001.1","NV2t010717001.1","Nvec","OG_489",1,0,1
"NV2t010782001.1","NV2t010782001.1","Nvec","OG_9610",1,0,0
"NV2t010972001.1","NV2t010972001.1","Nvec","OG_9929",1,0,0
"NV2t011257001.1","NV2t011257001.1","Nvec","OG_7127",1,0,0
"NV2t011384001.1","NV2t011384001.1","Nvec","OG_4169",1,1,0
"NV2t011384002.1","NV2t011384002.1","Nvec","OG_4169",1,1,0
"NV2t011384003.1","NV2t011384003.1","Nvec","OG_4169",1,1,0
"NV2t011384004.1","NV2t011384004.1","Nvec","OG_4169",1,1,0
"NV2t011384005.1","NV2t011384005.1","Nvec","OG_4169",1,1,0
"NV2t011384006.1","NV2t011384006.1","Nvec","OG_4169",1,1,0
"NV2t011448001.1","NV2t011448001.1","Nvec","OG_9835",1,0,0
"NV2t011765001.1","NV2t011765001.1","Nvec","OG_4299",1,1,0
"NV2t012436001.1","NV2t012436001.1","Nvec","OG_9807",1,0,0
"NV2t012478001.1","NV2t012478001.1","Nvec","OG_2083",1,0,0
"NV2t013225001.1","NV2t013225001.1","Nvec","OG_242",1,1,1
"NV2t016598001.1","NV2t016598001.1","Nvec","OG_2619",1,0,0
"NV2t017061002.1","NV2t017061002.1","Nvec","OG_2514",1,0,0
"NV2t017235001.1","NV2t017235001.1","Nvec","OG_186",1,1,1
"NV2t017804001.1","NV2t017804001.1","Nvec","OG_186",1,1,1
"NV2t020188001.1","NV2t020188001.1","Nvec","OG_1374",1,0,0
"NV2t020188002.1","NV2t020188002.1","Nvec","OG_1374",1,0,0
"NV2t020188003.1","NV2t020188003.1","Nvec","OG_1374",1,0,0
"NV2t020188004.1","NV2t020188004.1","Nvec","OG_1374",1,0,0
"NV2t020462001.1","NV2t020462001.1","Nvec","OG_5123",1,0,1
"NV2t020462002.1","NV2t020462002.1","Nvec","OG_5123",1,0,1
"NV2t020462003.1","NV2t020462003.1","Nvec","OG_5123",1,0,1
"NV2t020462004.1","NV2t020462004.1","Nvec","OG_5123",1,0,1
"NV2t020462005.1","NV2t020462005.1","Nvec","OG_5123",1,0,1
"NV2t022647001.1","NV2t022647001.1","Nvec","OG_6695",1,0,0
"NV2t022802001.1","NV2t022802001.1","Nvec","OG_5330",1,1,0
"NV2t023471001.1","NV2t023471001.1","Nvec","OG_5696",1,0,0
"NV2t024737001.1","NV2t024737001.1","Nvec","OG_3811",1,0,0
"NV2t025146001.1","NV2t025146001.1","Nvec","OG_7325",1,1,0
"NV2t025934001.1","NV2t025934001.1","Nvec","OG_186",1,1,1
"NV2t000036001.1","NV2t000036001.1","Nvec","OG_1393",1,1,0
"NV2t000036002.1","NV2t000036002.1","Nvec","OG_1393",1,1,0
"NV2t000060001.1","NV2t000060001.1","Nvec","OG_7427",1,0,0
"NV2t000306001.1","NV2t000306001.1","Nvec","OG_210",1,0,0
"NV2t000324001.1","NV2t000324001.1","Nvec","OG_6011",1,1,0
"NV2t000375001.1","NV2t000375001.1","Nvec","OG_1001",1,1,1
"NV2t000702001.1","NV2t000702001.1","Nvec","OG_7372",1,0,0
"NV2t000702002.1","NV2t000702002.1","Nvec","OG_7372",1,0,0
"NV2t000702003.1","NV2t000702003.1","Nvec","OG_7372",1,0,0
"NV2t000702004.1","NV2t000702004.1","Nvec","OG_7372",1,0,0
"NV2t000702005.1","NV2t000702005.1","Nvec","OG_7372",1,0,0
"NV2t000702006.1","NV2t000702006.1","Nvec","OG_7372",1,0,0
"NV2t000824001.1","NV2t000824001.1","Nvec","OG_213",1,1,0
"NV2t000824002.1","NV2t000824002.1","Nvec","OG_213",1,1,0
"NV2t000824003.1","NV2t000824003.1","Nvec","OG_213",1,1,0
"NV2t001107001.1","NV2t001107001.1","Nvec","OG_2192",1,0,0
"NV2t001156001.1","NV2t001156001.1","Nvec","OG_6007",1,0,0
"NV2t001618001.1","NV2t001618001.1","Nvec","OG_198",1,1,0
"NV2t001645001.1","NV2t001645001.1","Nvec","OG_7296",1,0,0
"NV2t001645002.1","NV2t001645002.1","Nvec","OG_7296",1,0,0
"NV2t001645003.1","NV2t001645003.1","Nvec","OG_7296",1,0,0
"NV2t001645004.1","NV2t001645004.1","Nvec","OG_7296",1,0,0
"NV2t001645005.1","NV2t001645005.1","Nvec","OG_7296",1,0,0
"NV2t001645006.1","NV2t001645006.1","Nvec","OG_7296",1,0,0
"NV2t001883001.1","NV2t001883001.1","Nvec","OG_3727",1,0,1
"NV2t001926001.1","NV2t001926001.1","Nvec","OG_7575",1,0,0
"NV2t002026001.1","NV2t002026001.1","Nvec","OG_7472",1,0,0
"NV2t002268002.1","NV2t002268002.1","Nvec","OG_8629",1,0,0
"NV2t002268004.1","NV2t002268004.1","Nvec","OG_8629",1,0,0
"NV2t002369001.1","NV2t002369001.1","Nvec","OG_186",1,1,1
"NV2t002420001.1","NV2t002420001.1","Nvec","OG_8813",1,0,0
"NV2t002983001.1","NV2t002983001.1","Nvec","OG_8956",1,1,1
"NV2t002983003.1","NV2t002983003.1","Nvec","OG_8956",1,1,1
"NV2t003220001.1","NV2t003220001.1","Nvec","OG_8825",1,0,0
"NV2t003300001.1","NV2t003300001.1","Nvec","OG_336",1,1,1
"NV2t003324001.1","NV2t003324001.1","Nvec","OG_6563",1,1,0
"NV2t003324002.1","NV2t003324002.1","Nvec","OG_6563",1,1,0
"NV2t003324003.1","NV2t003324003.1","Nvec","OG_6563",1,1,0
"NV2t003324004.1","NV2t003324004.1","Nvec","OG_6563",1,1,0
"NV2t003324005.1","NV2t003324005.1","Nvec","OG_6563",1,1,0
"NV2t003324006.1","NV2t003324006.1","Nvec","OG_6563",1,1,0
"NV2t003532001.1","NV2t003532001.1","Nvec","OG_8805",1,1,0
"NV2t003792001.1","NV2t003792001.1","Nvec","OG_336",1,1,1
"NV2t003937001.1","NV2t003937001.1","Nvec","OG_8651",1,0,1
"NV2t004101001.1","NV2t004101001.1","Nvec","OG_1644",1,0,0
"NV2t004150001.1","NV2t004150001.1","Nvec","OG_12084",1,1,0
"NV2t004214001.1","NV2t004214001.1","Nvec","OG_1704",1,0,0
"NV2t004324001.1","NV2t004324001.1","Nvec","OG_1557",1,0,0
"NV2t004347001.1","NV2t004347001.1","Nvec","OG_916",1,1,1
"NV2t004479001.1","NV2t004479001.1","Nvec","OG_12309",1,0,0
"NV2t004482001.1","NV2t004482001.1","Nvec","OG_11881",1,0,0
"NV2t004482002.1","NV2t004482002.1","Nvec","OG_11881",1,0,0
"NV2t004482003.1","NV2t004482003.1","Nvec","OG_11881",1,0,0
"NV2t004578001.1","NV2t004578001.1","Nvec","OG_1621",1,0,0
"NV2t004598001.1","NV2t004598001.1","Nvec","OG_1625",1,0,0
"NV2t004769001.1","NV2t004769001.1","Nvec","OG_281",1,0,1
"NV2t004892001.1","NV2t004892001.1","Nvec","OG_978",1,0,1
"NV2t005019001.1","NV2t005019001.1","Nvec","OG_1696",1,0,0
"NV2t005019002.1","NV2t005019002.1","Nvec","OG_1696",1,0,0
"NV2t005156001.1","NV2t005156001.1","Nvec","OG_978",1,0,1
"NV2t005425001.1","NV2t005425001.1","Nvec","OG_155",1,1,1
"NV2t005461001.1","NV2t005461001.1","Nvec","OG_12192",1,0,0
"NV2t005461002.1","NV2t005461002.1","Nvec","OG_12192",1,0,0
"NV2t005695001.1","NV2t005695001.1","Nvec","OG_165",1,1,1
"NV2t005921001.1","NV2t005921001.1","Nvec","OG_233",1,1,1
"NV2t005921002.1","NV2t005921002.1","Nvec","OG_233",1,1,1
"NV2t006328001.1","NV2t006328001.1","Nvec","OG_4823",1,1,0
"NV2t006436001.1","NV2t006436001.1","Nvec","OG_964",1,0,1
"NV2t006579001.1","NV2t006579001.1","Nvec","OG_9395",1,0,0
"NV2t006835001.1","NV2t006835001.1","Nvec","OG_6294",1,0,0
"NV2t007110001.1","NV2t007110001.1","Nvec","OG_12568",1,1,0
"NV2t007845001.1","NV2t007845001.1","Nvec","OG_3063",1,0,0
"NV2t008276001.1","NV2t008276001.1","Nvec","OG_244",1,1,0
"NV2t008290001.1","NV2t008290001.1","Nvec","OG_4475",1,0,1
"NV2t008290002.1","NV2t008290002.1","Nvec","OG_4475",1,0,1
"NV2t008369001.1","NV2t008369001.1","Nvec","OG_303",1,1,0
"NV2t008374001.1","NV2t008374001.1","Nvec","OG_4518",1,0,0
"NV2t008374002.1","NV2t008374002.1","Nvec","OG_4518",1,0,0
"NV2t008374003.1","NV2t008374003.1","Nvec","OG_4518",1,0,0
"NV2t008384001.1","NV2t008384001.1","Nvec","OG_4514",1,1,0
"NV2t008523001.1","NV2t008523001.1","Nvec","OG_12600",1,0,0
"NV2t008675001.1","NV2t008675001.1","Nvec","OG_10158",1,0,0
"NV2t008735001.1","NV2t008735001.1","Nvec","OG_4588",1,0,0
"NV2t008785001.1","NV2t008785001.1","Nvec","OG_10156",1,1,0
"NV2t009325001.1","NV2t009325001.1","Nvec","OG_5081",1,1,0
"NV2t009630001.1","NV2t009630001.1","Nvec","OG_761",1,1,0
"NV2t009656001.1","NV2t009656001.1","Nvec","OG_6153",1,0,0
"NV2t009659001.1","NV2t009659001.1","Nvec","OG_5081",1,1,0
"NV2t009844001.1","NV2t009844001.1","Nvec","OG_10928",1,1,1
"NV2t009844002.1","NV2t009844002.1","Nvec","OG_10928",1,1,1
"NV2t009844003.1","NV2t009844003.1","Nvec","OG_10928",1,1,1
"NV2t009844004.1","NV2t009844004.1","Nvec","OG_10928",1,1,1
"NV2t009844005.1","NV2t009844005.1","Nvec","OG_10928",1,1,1
"NV2t009915001.1","NV2t009915001.1","Nvec","OG_7852",1,0,0
"NV2t009918001.1","NV2t009918001.1","Nvec","OG_6340",1,1,1
"NV2t009918003.1","NV2t009918003.1","Nvec","OG_6340",1,1,1
"NV2t010153001.1","NV2t010153001.1","Nvec","OG_6141",1,0,0
"NV2t010601001.1","NV2t010601001.1","Nvec","OG_7461",1,1,0
"NV2t010604001.1","NV2t010604001.1","Nvec","OG_7461",1,1,0
"NV2t010618001.1","NV2t010618001.1","Nvec","OG_4276",1,0,0
"NV2t010618002.1","NV2t010618002.1","Nvec","OG_4276",1,0,0
"NV2t010618003.1","NV2t010618003.1","Nvec","OG_4276",1,0,0
"NV2t010680001.1","NV2t010680001.1","Nvec","OG_12552",1,0,0
"NV2t010680002.1","NV2t010680002.1","Nvec","OG_12552",1,0,0
"NV2t010691004.1","NV2t010691004.1","Nvec","OG_1227",1,0,0
"NV2t010772001.1","NV2t010772001.1","Nvec","OG_1000",1,0,0
"NV2t010960001.1","NV2t010960001.1","Nvec","OG_5196",1,0,0
"NV2t010960002.1","NV2t010960002.1","Nvec","OG_5196",1,0,0
"NV2t010965001.1","NV2t010965001.1","Nvec","OG_9616",1,0,0
"NV2t011032001.1","NV2t011032001.1","Nvec","OG_7081",1,0,0
"NV2t011083001.1","NV2t011083001.1","Nvec","OG_9639",1,1,0
"NV2t011097001.1","NV2t011097001.1","Nvec","OG_5043",1,1,0
"NV2t011150001.1","NV2t011150001.1","Nvec","OG_7038",1,0,0
"NV2t011238001.1","NV2t011238001.1","Nvec","OG_9968",1,0,1
"NV2t011311001.1","NV2t011311001.1","Nvec","OG_9786",1,0,0
"NV2t011340001.1","NV2t011340001.1","Nvec","OG_5459",1,0,0
"NV2t011552001.1","NV2t011552001.1","Nvec","OG_9882",1,0,0
"NV2t011552002.1","NV2t011552002.1","Nvec","OG_9882",1,0,0
"NV2t011552003.1","NV2t011552003.1","Nvec","OG_9882",1,0,0
"NV2t011704001.1","NV2t011704001.1","Nvec","OG_10419",1,0,0
"NV2t011749001.1","NV2t011749001.1","Nvec","OG_305",1,1,1
"NV2t011749002.1","NV2t011749002.1","Nvec","OG_305",1,1,1
"NV2t011749003.1","NV2t011749003.1","Nvec","OG_305",1,1,1
"NV2t011795001.1","NV2t011795001.1","Nvec","OG_9891",1,0,0
"NV2t011795002.1","NV2t011795002.1","Nvec","OG_9891",1,0,0
"NV2t011795003.1","NV2t011795003.1","Nvec","OG_9891",1,0,0
"NV2t011895001.1","NV2t011895001.1","Nvec","OG_9951",1,0,0
"NV2t011934001.1","NV2t011934001.1","Nvec","OG_9966",1,0,1
"NV2t011934002.1","NV2t011934002.1","Nvec","OG_9966",1,0,1
"NV2t011934003.1","NV2t011934003.1","Nvec","OG_9966",1,0,1
"NV2t012088001.1","NV2t012088001.1","Nvec","OG_149",1,1,1
"NV2t012125001.1","NV2t012125001.1","Nvec","OG_2639",1,0,0
"NV2t012265001.1","NV2t012265001.1","Nvec","OG_938",1,1,1
"NV2t012489003.1","NV2t012489003.1","Nvec","OG_9894",1,0,0
"NV2t012489004.1","NV2t012489004.1","Nvec","OG_9894",1,0,0
"NV2t012738001.1","NV2t012738001.1","Nvec","OG_4141",1,0,0
"NV2t012760001.1","NV2t012760001.1","Nvec","OG_6913",1,0,0
"NV2t012803001.1","NV2t012803001.1","Nvec","OG_7100",1,0,0
"NV2t013095001.1","NV2t013095001.1","Nvec","OG_973",1,0,1
"NV2t013299001.1","NV2t013299001.1","Nvec","OG_10820",1,0,0
"NV2t013393001.1","NV2t013393001.1","Nvec","OG_11010",1,0,0
"NV2t013463004.1","NV2t013463004.1","Nvec","OG_10221",1,1,1
"NV2t013593001.1","NV2t013593001.1","Nvec","OG_615",1,1,1
"NV2t013593002.1","NV2t013593002.1","Nvec","OG_615",1,1,1
"NV2t013650004.1","NV2t013650004.1","Nvec","OG_352",1,1,1
"NV2t013738001.1","NV2t013738001.1","Nvec","OG_5235",1,1,1
"NV2t013944001.1","NV2t013944001.1","Nvec","OG_5051",1,1,0
"NV2t013972001.1","NV2t013972001.1","Nvec","OG_11889",1,1,0
"NV2t013972002.1","NV2t013972002.1","Nvec","OG_11889",1,1,0
"NV2t013977001.1","NV2t013977001.1","Nvec","OG_11889",1,1,0
"NV2t013977002.1","NV2t013977002.1","Nvec","OG_11889",1,1,0
